title,company,location,url,description
Typescript Engineer,wander.com,ğŸŒ Worldwide,https://remoteok.com/remote-jobs/remote-typescript-engineer-wander-com-1093244,"wander.com													







															wander.com														





														Apply now
													



													ğŸ‘€ 6,617 views
												



																											âœ… 1,623 applied
																																								(25%)
																									





														Share this job:
													






Get a 
rok.co
 short link








wander.com is hiring a 


Remote Typescript Engineer




https://ship.wander.com/
																																				Please mention the word 
CHAMP
 when applying to show you read the job post completely (#RNzQuMjQ5Ljg1LjIwNA==). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human.


 
Salary and compensation



																																								 $50,000 â€” $200,000/year
																									




Benefits



															ğŸŒ Distributed team														



															â° Async														



															ğŸ¦· Dental insurance														



															ğŸš‘ Medical insurance														



															ğŸ– Paid time off														



															ğŸ’° Equity compensation"
